ordem;instancia;nome_saida;nbcd;nbv;custo_construt;n_art;lb;ub;gap;lb_valido;arvore_certificada_completa;otimalidade_certificada;n_nos;n_cols;iteracoes;tempo_bp;fo_exato;tempo_exato;delta_bp_exato;alpha_exato;eta_exato;consumo_diesel_exato_m3;emissoes_exato_tco2eq;tempo_total_exato_h;parcela_ambiental_exato;parcela_temporal_exato;motivo;log;plotjs
0;14n-2k-6c-008r_ML_silva2024.json;14n-2k-6c-008r_ML_silva2024_14nos_2veiculos;14;2;181.9171;0;;;;False;False;False;0;0;0;0.0;129.5496;20.1408;;0.0;1.0;45488.4834;45488.4834;129.5496;0.0;129.5496;GERAL;C:\Users\PolyanaSilva\Documents\BP_VRPTW\resultados_petro_bp_exato_paralelo\rodada_20260730_163123\logs\14n-2k-6c-008r_ML_silva2024.txt;C:\Users\PolyanaSilva\Documents\BP_VRPTW\PlotJS\14n-2k-6c-008r_ML_silva2024_14nos_2veiculos
