-1;0;6.264184;-9999993.735816;[0 18 19];2025-11-13 22:55:47
-1;1;3.132092;-9999996.867908;[0 18 19];2025-11-13 22:57:28
0;0;3.046309;-9999993.821599;[0 1 19];2025-11-13 23:11:06
0;1;4.144901;-9999995.855099;[0 1 18 19];2025-11-13 23:12:47
1;0;3.600000;-9999992.255099;[0 2 19];2025-11-13 23:26:21
1;1;5.496899;-9999994.503101;[0 1 18 2 19];2025-11-13 23:28:02
2;0;5.215245;-9999990.300666;[0 1 3 19];2025-11-13 23:41:36
2;1;6.581367;-9999993.418633;[0 2 18 1 3 19];2025-11-13 23:43:15
3;0;6.322375;-9999988.448256;[0 2 4 19];2025-11-13 23:56:48
3;1;7.272523;-9999992.727477;[0 2 4 3 1 18 19];2025-11-13 23:58:27
4;0;6.914110;-9999988.945460;[0 5 18 19];2025-11-14 00:12:00
4;1;5.531774;-9999992.692602;[0 2 5 18 1 19];2025-11-14 00:13:39
5;0;11.165145;-9999989.909669;[0 3 1 18 5 6 19];2025-11-14 00:27:16
5;1;5.582573;-9999995.492241;[0 3 1 18 5 6 19];2025-11-14 00:28:56
6;0;6.868962;-9999988.637404;[0 7 18 19];2025-11-14 00:42:27
6;1;5.561258;-9999992.628243;[0 1 7 18 6 2 19];2025-11-14 00:44:07
7;0;7.633896;-9999990.567904;[0 5 18 8 7 19];2025-11-14 00:57:39
7;1;5.653522;-9999995.975835;[0 3 1 7 8 18 5 19];2025-11-14 00:59:28
8;0;10.105751;-29999965.628647;[0 2 6 8 1 19];2025-11-14 01:13:09
8;1;6.137343;-29999971.765990;[0 3 1 8 6 2 19];2025-11-14 01:14:48
9;0;15.884791;-9999990.934313;[0 2 4 3 9 1 7 5 6 19];2025-11-14 01:28:22
9;1;7.942395;-9999998.876708;[0 2 4 3 9 1 7 5 6 19];2025-11-14 01:30:00
10;0;14.249165;-9999992.230641;[0 4 1 10 8 18 5 6 19];2025-11-14 01:43:33
10;1;7.124583;-9999999.355224;[0 4 1 10 8 18 5 6 19];2025-11-14 01:45:13
11;0;16.320831;-9999994.650837;[0 3 11 10 7 18 5 2 19];2025-11-14 01:58:44
11;1;8.160415;-10000002.811253;[0 3 11 10 7 18 5 2 19];2025-11-14 02:00:24
12;0;17.622030;-19999975.583500;[0 8 7 11 10 1 9 4 2 19];2025-11-14 02:13:58
12;1;8.811015;-19999984.394515;[0 8 7 11 10 1 9 4 2 19];2025-11-14 02:15:37
13;0;14.359141;-34999962.186828;[0 7 11 18 8 6 4 19];2025-11-14 02:29:13
13;1;7.179570;-34999969.366398;[0 7 11 18 8 6 4 19];2025-11-14 02:30:51
14;0;16.911483;-99999879.211609;[0 2 4 3 9 10 7 18 6 19];2025-11-14 02:44:25
14;1;8.455741;-99999887.667351;[0 2 4 3 9 10 7 18 6 19];2025-11-14 02:46:04
15;0;11.059291;-9999988.351109;[0 12 2 6 18 8 19];2025-11-14 02:59:38
15;1;7.726321;-9999994.506404;[0 12 9 10 18 8 6 2 19];2025-11-14 03:01:17
16;0;16.383116;-10000006.335905;[0 12 4 2 5 8 7 10 6 13 19];2025-11-14 03:14:52
16;1;7.524352;-10000012.090271;[0 2 4 12 10 7 8 13 19];2025-11-14 03:16:32
17;0;12.658295;-24999956.145486;[0 3 9 11 7 6 13 19];2025-11-14 03:30:05
17;1;7.676178;-24999964.259696;[0 3 9 11 7 18 13 6 19];2025-11-14 03:31:45
18;0;15.320489;-10000002.160757;[0 6 14 12 3 1 10 7 19];2025-11-14 03:45:21
18;1;10.011426;-10000009.946165;[0 6 14 3 12 11 7 10 1 19];2025-11-14 03:47:01
19;0;20.516650;-19999960.092295;[0 4 2 14 13 8 18 9 1 19];2025-11-14 04:00:36
19;1;9.715166;-19999968.528972;[0 9 4 14 8 18 13 19];2025-11-14 04:02:16
20;0;8.296673;-9999992.310967;[0 6 14 15 2 13 19];2025-11-14 04:15:54
20;1;9.567931;-10000004.078149;[0 2 14 15 11 10 8 6 13 19];2025-11-14 04:17:34
21;0;11.357953;-10000012.604843;[0 2 14 16 5 8 6 13 19];2025-11-14 04:31:10
21;1;4.490085;-10000016.278739;[0 2 14 16 5 6 13 19];2025-11-14 04:32:50
22;0;19.305150;-24999965.949916;[0 14 15 16 5 18 8 1 9 3 19];2025-11-14 04:46:26
22;1;9.395303;-24999972.563014;[0 14 15 16 18 8 9 3 19];2025-11-14 04:48:05
23;0;17.632090;-10000000.894009;[0 1 11 16 17 5 8 19];2025-11-14 05:01:41
23;1;11.229994;-10000013.537618;[0 6 15 12 16 17 5 8 1 19];2025-11-14 05:03:21
24;0;20.863836;-25365756.686495;[0 4 12 16 10 9 1 13 19];2025-11-14 05:16:58
24;1;15.832512;-28048689.985625;[0 15 12 16 10 9 4 17 19];2025-11-14 05:18:38
25;0;23.072193;-239999150.549650;[0 14 2 4 12 3 7 5 17 19];2025-11-14 05:32:16
25;1;10.930587;-239999163.155178;[0 14 2 12 3 7 17 13 19];2025-11-14 05:33:55
26;0;23.012534;-18793934.721991;[0 14 15 4 1 10 13 5 18 7 19];2025-11-14 05:47:31
26;1;14.860994;-19597945.662242;[0 4 15 11 7 17 13 18 1 19];2025-11-14 05:49:10
27;0;36.836863;-10352332.363765;[0 2 14 6 11 16 5 10 3 4 17 18 8 19];2025-11-14 06:02:46
27;1;12.367273;-8463938.875635;[0 3 11 16 17 13 2 18 8 6 19];2025-11-14 06:04:25
28;0;27.567419;-10289793.365240;[0 2 14 9 11 16 13 5 18 7 19];2025-11-14 06:18:03
28;1;15.487623;-9141122.687798;[0 2 14 9 12 11 7 17 18 19];2025-11-14 06:19:42
