run_id;arquivo_instancia;ninst;tem_janelas;heuristica_retirada;tamanho_clientes;nos_rede;veiculos;capacidade;tabu;tipo_geracao;tempo_exato;tempo_bp;fo_exato;fo_bp;gap_pct;igual_exato;nos_bp;colunas_bp;seq_exato;seq_bp;timestamp
tam25_cap200_tabu0_inst0_cons10;instancias/c103.txt;0;0;10;25;27;3;200;0;PD;1.202.204;6.390.834;1.907.376;1.907.376;0.0;1;1;1506;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,7,8,10,11,9,6,4,2,1,3,5,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,7,8,10,11,9,6,4,2,1,3,5,26] ; V2: [0,20,24,25,23,22,21,26]";27/03/2026 17:13
tam25_cap200_tabu0_inst0_cons10;instancias/c104.txt;0;0;10;25;27;3;200;0;PD;1.202.261;7.374.562;1.874.495;1.874.495;0.0;1;1;1506;"V0: [0,7,8,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,10,26]";"V0: [0,7,8,11,9,6,4,2,1,3,5,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,10,26]";27/03/2026 17:45
tam25_cap200_tabu0_inst0_cons10;instancias/c105.txt;0;0;10;25;27;3;200;0;PD;12.136;2.730.153;1.918.136;1.918.136;0.0;1;1;1422;"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,20,24,25,23,22,21,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";27/03/2026 17:50
tam25_cap200_tabu0_inst0_cons10;instancias/c106.txt;0;0;10;25;27;3;200;0;PD;0.6906;1.860.802;1.918.136;1.918.136;0.0;1;1;1077;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";27/03/2026 17:53
tam25_cap200_tabu0_inst0_cons10;instancias/c107.txt;0;0;10;25;27;3;200;0;PD;12.505;2.400.923;1.918.136;1.918.136;0.0;1;1;1506;"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,20,24,25,23,22,21,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";27/03/2026 17:57
tam25_cap200_tabu0_inst0_cons10;instancias/c108.txt;0;0;10;25;27;3;200;0;PD;236.169;3.756.112;1.918.136;1.918.136;-0.0;1;1;1506;"V0: [0,20,24,25,23,22,21,26] ; V1: [0,13,17,18,19,15,16,14,12,26] ; V2: [0,5,3,7,8,10,11,9,6,4,2,1,26]";"V0: [0,13,17,18,19,15,16,14,12,26] ; V1: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V2: [0,20,24,25,23,22,21,26]";27/03/2026 18:04
tam25_cap200_tabu0_inst0_cons10;instancias/c109.txt;0;0;10;25;27;3;200;0;PD;1.201.467;1.522.066;1.918.136;1.983.001;33.816;0;1;1506;"V0: [0,5,3,7,8,10,11,9,6,4,2,1,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,13,17,18,19,15,16,14,12,26]";"V0: [0,3,13,17,18,19,15,16,14,12,26] ; V1: [0,20,24,25,23,22,21,26] ; V2: [0,5,7,8,10,11,9,6,4,2,1,26]";27/03/2026 18:26
tam25_cap200_tabu0_inst0_cons0;instancias/r101.txt;0;0;0;25;27;8;200;0;PD;0.7642;679.489;6.183.299;6.183.299;0.0;1;1;872;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,23,22,4,25,26] ; V1: [0,5,16,6,26] ; V2: [0,12,9,20,1,26] ; V3: [0,2,21,3,24,26] ; V4: [0,11,19,10,26] ; V5: [0,7,8,17,26] ; V6: [0,18,26] ; V7: [0,14,15,13,26]";27/03/2026 20:47
tam25_cap200_tabu0_inst0_cons1;instancias/r101.txt;0;0;1;25;27;8;200;0;PD;0.7642;202.125;6.183.299;6.183.299;0.0;1;1;992;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,2,21,3,24,25,26] ; V1: [0,12,9,20,1,26] ; V2: [0,11,19,10,26] ; V3: [0,23,22,4,26] ; V4: [0,18,26] ; V5: [0,5,16,6,26] ; V6: [0,14,15,13,26] ; V7: [0,7,8,17,26]";27/03/2026 20:47
tam25_cap200_tabu0_inst0_cons2;instancias/r101.txt;0;0;2;25;27;8;200;0;PD;0.7642;233.106;6.183.299;6.183.299;-0.0;1;1;1208;"V0: [0,12,9,20,1,26] ; V1: [0,11,19,10,26] ; V2: [0,18,26] ; V3: [0,23,22,4,26] ; V4: [0,7,8,17,26] ; V5: [0,5,16,6,26] ; V6: [0,2,21,3,24,25,26] ; V7: [0,14,15,13,26]";"V0: [0,12,9,20,1,26] ; V1: [0,23,22,4,26] ; V2: [0,11,19,10,26] ; V3: [0,7,8,17,26] ; V4: [0,14,15,13,26] ; V5: [0,18,26] ; V6: [0,5,16,6,26] ; V7: [0,2,21,3,24,25,26]";27/03/2026 20:47
