iteracao;valor_fo
173;7600120.787195
174;7600120.787195
175;7600120.684028
176;7575879.384036
177;7575879.310636
178;7551143.056730
179;7551142.870783
180;7500127.459846
181;7500127.459846
182;7500127.459846
183;7500127.459846
184;7500127.459846
185;7500127.459846
186;7500123.095672
187;7500122.910730
188;7500122.910730
189;7500122.910730
190;7500122.910730
191;7500122.910730
192;7500122.910730
193;7446937.032208
194;7446937.032208
195;7446937.032208
196;7446937.032208
197;7446937.032208
198;7446937.032208
199;7446936.350334
200;7446933.836239
201;7446933.836239
202;7446933.831619
203;7446933.639131
204;7446933.639131
205;7446933.639131
206;7419483.353679
207;7419483.114407
208;7391435.861249
209;7391435.861249
210;7391435.861249
211;7391435.861249
212;7362769.852829
213;7333467.094261
214;7333467.094261
215;7333466.699767
216;7333466.699767
217;7333466.699767
218;7333465.430344
219;7333464.408765
220;7333463.914616
221;7333463.800966
222;7333463.796328
223;7288271.780683
224;7272864.322898
225;7272864.039756
226;7272857.443801
227;7209439.494373
228;7209439.459543
229;7209439.442873
230;7187637.380832
231;7187637.380832
232;7187637.050916
233;7176612.344111
234;7176612.344111
235;7176612.290472
236;7176612.187679
237;7176612.031740
238;7143003.959741
239;7143002.026270
240;7143002.026270
241;7143002.026270
242;7143002.026270
243;7143002.026270
244;7143002.026270
245;7143000.751964
246;7143000.751964
247;7143000.751964
248;7143000.751964
249;7143000.751964
250;7143000.751964
251;7143000.751964
252;7143000.751964
253;7143000.751964
254;7143000.751964
255;7143000.751964
256;7142997.952844
257;7142997.952844
258;7142997.952844
259;7142997.952844
260;7142997.952844
261;7142996.123914
262;7142992.549848
263;7142992.549848
264;7142992.549004
265;7142992.539156
266;7091051.478563
267;7073313.456255
268;7073313.456255
269;7073313.244519
270;7073310.986588
271;7000150.050729
272;7000149.117709
273;7000148.756362
274;7000148.686076
275;7000148.686076
276;7000145.010179
277;7000145.010179
278;7000145.010179
279;7000144.819045
280;7000144.819045
281;7000144.628021
282;7000144.621585
283;6923224.332064
284;6923224.322683
285;6923224.322683
286;6923224.322683
287;6923222.439254
288;6923222.439254
289;6923222.439254
290;6923221.988330
291;6923221.988330
292;6923221.988330
293;6923221.988330
294;6862900.565862
295;6862900.227169
296;6842263.105720
297;6842263.105720
298;6842263.105720
299;6842263.063974
300;6842263.063974
301;6842248.478076
302;6842248.478076
303;6842248.478076
304;6800151.662882
305;6800151.650322
306;6756926.484439
307;6756925.806660
308;6756920.685924
309;6756920.676035
310;6756920.676035
311;6756920.381858
312;6756920.381858
313;6756920.381858
314;6756920.381858
315;6756920.381858
316;6756920.381858
317;6756920.381858
318;6756915.690193
319;6756915.622380
320;6756910.951625
321;6756910.820695
322;6756910.130722
323;6756910.130722
324;6756910.130722
325;6666822.813074
326;6666822.813074
327;6666822.813074
328;6666822.813074
329;6666822.611224
330;6666821.404352
331;6666820.216173
332;6666820.216173
333;6666820.216173
334;6666820.216173
335;6666820.216173
336;6666820.216173
337;6666820.216173
338;6666820.216173
339;6666820.216173
340;6666820.216173
341;6666820.216173
342;6666820.216173
343;6666819.898592
344;6666819.898592
345;6666819.898592
346;6666819.898592
347;6666819.898592
348;6666819.898592
349;6666819.898592
350;6666819.898592
351;6666819.898592
352;6666819.898592
353;6666819.898592
354;6666819.898592
355;6666819.898592
356;6666819.898592
357;6666819.297499
358;6666819.297499
359;6666818.000171
360;6666818.000171
361;6666818.000171
362;6666818.000171
363;6666818.000171
364;6666818.000171
365;6666818.000171
366;6666818.000171
367;6666814.057422
368;6666814.057422
369;6666813.952265
370;6666813.806132
371;6666813.806132
372;6666813.806132
373;6666813.142420
374;6666813.142420
375;6666812.679150
376;6666812.679150
377;6666812.679150
378;6666812.679150
379;6666812.679150
380;6666812.679150
381;6666812.679150
382;6666812.679150
383;6666811.734011
384;6666811.734011
385;6666810.108358
386;6666810.108358
387;6666810.108358
388;6666810.108358
389;6666810.108358
390;6666810.108358
391;6666810.108358
392;6666810.108358
393;6666810.108358
394;6666810.108358
395;6666805.212065
396;6666804.265834
397;6666803.982276
398;6666802.198207
399;6666801.924005
400;6666801.580952
401;6666801.580952
402;6666801.139491
403;6666801.139491
404;6666801.139491
405;6666801.139491
406;6666801.139491
407;6666799.934823
408;6666799.741712
409;6666798.768889
410;6666798.768889
411;6666798.355015
412;6666798.355015
413;6666798.355015
414;6666798.157626
415;6666798.020409
416;6666797.071366
417;6666797.068376
418;6666797.068376
419;6666797.068376
420;6666797.068376
421;6666797.068376
422;6666797.068376
423;6666797.068376
424;6666797.068376
425;6666797.068376
426;6666797.068376
427;6666797.068376
428;6666797.068376
429;6470722.756276
430;6470722.756276
431;6470722.756276
432;6470722.756276
433;6470722.756276
434;6470722.756276
435;6470722.756276
436;6470722.756276
437;6470722.756276
438;6470722.756276
439;6470722.756276
440;6470722.756276
441;6470722.756276
442;6363773.217870
443;6363773.217870
444;6363773.217870
445;6326672.417584
446;6326672.417584
447;6326672.335389
448;6326669.149269
449;6250149.202674
450;6250142.940549
451;6250142.226167
452;6250142.169365
453;6250142.169365
454;6250142.169365
455;6250142.169365
456;6250142.169365
457;6250141.624838
458;6250141.034644
459;6250140.361560
460;6250139.582751
461;6250139.185948
462;6250139.142789
463;6250139.142789
464;6250139.142789
465;6250139.142789
466;6250139.142789
467;6250139.142789
468;6250139.142789
469;6250139.142789
470;6250139.090457
471;6250139.090457
472;6250138.994965
473;6250138.899474
474;6250138.856315
475;6170353.790819
476;6170353.790819
477;6170353.790819
478;6170353.790819
479;6153994.588380
480;6153992.612454
481;6153990.711044
482;6153990.590314
483;6129179.707600
484;6129179.707600
485;6129175.779983
486;6129175.167930
487;6129174.468804
488;6129174.468804
489;6087106.271832
490;6087105.137209
491;6087105.083677
492;6087105.083677
493;6087105.083677
494;6087105.083677
495;6087105.083677
496;6087105.083677
497;6087105.083677
498;6087105.083677
499;6087105.083677
500;6087105.083677
501;6087105.083677
502;6087105.083677
503;6087104.251866
504;6087104.078323
505;6087104.032157
506;6087103.953091
507;6087103.526764
508;6087103.526764
509;6087101.853442
510;6087101.846547
511;6087101.839646
512;6087101.832745
513;6087101.832745
514;6087101.832745
515;6087101.832745
516;6087101.832745
517;6065726.549424
518;6000151.481126
519;6000151.256906
520;6000151.256906
521;6000151.256906
522;6000151.256906
523;6000151.256906
524;6000151.256906
525;6000151.256906
526;6000151.256906
527;6000151.256906
528;6000151.256906
529;6000151.256906
530;6000151.256906
531;6000151.256906
532;6000151.256906
533;6000151.256906
534;6000151.256906
535;6000151.256906
536;6000151.256906
537;6000151.256906
538;6000151.256906
539;6000151.256906
540;6000151.256906
541;6000151.256906
542;6000151.256906
543;6000151.256906
544;6000151.256906
545;6000151.230236
546;6000150.519485
547;6000150.519485
548;6000150.270512
549;6000148.821294
550;6000148.821294
551;6000148.821294
552;6000148.564625
553;6000147.957804
554;6000147.957804
555;6000147.942828
556;6000147.881747
557;6000147.061152
558;6000147.061152
559;6000147.061152
560;6000147.061152
561;6000147.061152
562;6000147.061152
563;6000146.232366
564;6000146.232366
565;6000146.232366
566;6000146.232366
567;6000145.900487
568;6000145.900487
569;6000145.722378
570;6000145.563084
571;6000145.563084
572;6000145.563084
573;6000145.552233
574;6000145.552233
575;6000145.552233
576;5932351.158887
577;5932351.158887
578;5932351.158887
579;5909243.449686
580;5909243.442943
581;5909243.190075
582;5890566.907407
583;5862226.051758
584;5862225.961510
585;5862225.961510
586;5862221.711441
587;5862221.711441
588;5862221.586155
589;5862220.947341
590;5833490.804039
591;5814110.472248
592;5814106.897809
593;5789630.988879
594;5789630.987185
595;5789630.975086
596;5789630.975086
597;5789630.926851
598;5789630.916346
599;5789630.914701
600;5789630.904791
601;5789630.898214
602;5789630.820192
603;5789630.797066
604;5789630.757431
605;5789630.757431
606;5789630.757431
607;5789630.704165
608;5789630.690085
609;5789628.472114
610;5714452.622870
611;5714452.622870
612;5714452.360138
613;5714452.104708
614;5714452.104708
615;5714452.104708
616;5714451.966362
617;5714451.966362
618;5714451.966362
619;5714451.966362
620;5714451.966362
621;5714451.966362
622;5714451.966362
623;5714442.902361
624;5714442.856836
625;5714439.452938
626;5714439.452938
627;5714439.452938
628;5714439.452938
629;5714439.452938
630;5714439.452938
631;5714439.452938
632;5714439.452938
633;5714439.452938
634;5714439.452938
635;5714439.452938
636;5714439.452938
637;5714439.452938
638;5714439.452938
639;5714439.452938
640;5714439.452938
641;5714439.452938
642;5714439.452938
643;5714439.452938
644;5636522.308839
645;5609920.018924
646;5609920.014130
647;5609919.742760
648;5588403.002558
649;5555721.915081
650;5555721.915081
651;5555720.863176
652;5555720.716344
653;5555720.129698
654;5555720.129698
655;5555720.129698
656;5555720.129698
657;5555720.023790
658;5555720.023790
659;5555720.023790
660;5555720.023790
661;5555720.023790
662;5555720.023790
663;5555719.919949
664;5555719.900208
665;5555719.900208
666;5555719.765641
667;5555718.912342
668;5555718.912342
669;5522558.479996
670;5522558.266861
671;5500174.675517
672;5500174.241718
673;5471877.802100
674;5471877.636194
675;5471877.636194
676;5402481.755491
677;5402481.596801
678;5402481.572514
679;5402481.572514
680;5402481.572514
681;5402481.572514
682;5392855.859929
683;5392855.305961
684;5392855.300131
685;5384798.379160
686;5384798.379160
687;5384797.866129
688;5384797.866129
689;5384797.866129
690;5384797.866129
691;5384797.866129
692;5384797.856747
693;5384797.856747
694;5384797.856747
695;5384796.562438
696;5384796.562438
697;5384796.562438
698;5384796.562438
699;5384795.404400
700;5384795.404400
701;5384795.262070
702;5384795.262070
703;5384795.262070
704;5384795.262070
705;5384795.262070
706;5384795.262070
707;5384795.262070
708;5384795.262070
709;5384795.262070
710;5384795.262070
711;5384795.262070
712;5384795.262070
713;5384795.262070
714;5384795.262070
715;5384795.262070
716;5384795.262070
717;5384784.677498
718;5384784.677498
719;5384784.677498
720;5384784.677498
721;5384784.677498
722;5384784.677498
723;5384784.677498
724;5384784.677498
725;5384784.677498
726;5384784.677498
727;5384784.677498
728;5384784.677498
729;5384784.677498
730;5384784.677498
731;5384784.153376
732;5384784.082332
733;5384784.011288
734;5384783.592990
735;5384783.531708
736;5384783.233697
737;5384783.230533
738;5384783.230533
739;5384783.230533
740;5294297.183789
741;5294297.183789
742;5294297.183789
743;5294297.183789
744;5294297.183789
745;5294295.368257
746;5294295.368257
747;5294295.368257
748;5294295.071206
749;5294294.933287
750;5294294.645428
751;5294294.547952
752;5294292.779903
753;5294292.436474
754;5294292.436474
755;5294292.262488
756;5294292.262488
757;5294292.262488
758;5294292.204249
759;5294292.146010
760;5294292.074769
761;5294291.623022
762;5294290.492063
763;5294290.492063
764;5294290.265842
765;5294290.206933
766;5294290.202390
767;5294289.937407
768;5294289.522190
769;5294288.414700
770;5294288.414700
771;5294288.312930
772;5294288.163480
773;5294288.163480
774;5294287.955173
775;5294287.857004
776;5294287.857004
777;5294287.857004
778;5294287.830414
779;5294287.827519
780;5294287.614983
781;5294286.884683
782;5294285.827021
783;5294284.734576
784;5294284.734576
785;5294283.642130
786;5294283.642130
787;5294283.642130
788;5294283.642130
789;5294283.418501
790;5294283.418501
791;5294280.957510
792;5294280.957510
793;5294280.957510
794;5294280.211205
795;5294280.211205
796;5294280.211205
797;5294280.211205
798;5294280.211205
799;5294280.211205
800;5294280.211205
801;5294280.211205
802;5294280.211205
803;5294280.211205
804;5294280.211205
805;5294280.211205
806;5294280.211205
807;5294280.204557
808;5294280.200808
809;5294280.118959
810;5294280.118959
811;5294274.022097
812;5294274.022097
813;5294274.022097
814;5294273.936680
815;5294273.936680
816;5294273.936680
817;5294273.936680
818;5294273.936680
819;5294273.936680
820;5294273.936680
821;5294273.936680
822;5294273.936680
823;5294273.936680
824;5294273.936680
825;5294273.936680
826;5294273.936680
827;5294273.936680
828;5294273.936680
829;5294273.936680
830;5294273.936680
831;5294273.936680
832;5294273.936680
833;5294273.936680
834;5294273.936680
835;5294273.936680
836;5294273.936680
837;5294273.936680
838;5294273.936680
839;5294273.936680
840;5294273.936680
841;5294273.862962
842;5294273.862962
843;5294273.862962
844;5294273.738607
845;5294273.738607
846;5294273.709177
847;5294273.589537
848;5294273.501247
849;5294273.394585
850;5294273.391652
851;5294273.391652
852;5294273.391652
853;5294266.755641
854;5294266.425227
855;5294266.425227
856;5294266.425227
857;5294266.382511
858;5294265.593020
859;5294264.370963
860;5294264.370963
861;5294264.370963
862;5294264.085288
863;5294263.972435
864;5294263.939729
865;5294263.225666
866;5294263.225666
867;5294263.225666
868;5294263.225666
869;5294263.225666
870;5294263.225666
871;5294263.225666
872;5294263.225666
873;5294263.225666
874;5294263.225666
875;5000151.975814
876;5000151.975814
877;5000151.975814
878;5000151.975814
879;5000151.975814
