iteracao;valor_fo
173;7000087.800848
174;7000087.800848
175;7000087.778550
176;7000087.778550
177;7000087.334867
178;7000087.098257
179;6769336.813433
180;6769336.520404
181;6769336.520404
182;6756862.410567
183;6756862.410567
184;6734805.201400
185;6734804.434803
186;6734804.434803
187;6734804.434803
188;6721426.536675
189;6721426.536675
190;6721426.121043
191;6712448.307299
192;6666788.697831
193;6666788.697831
194;6666788.697831
195;6666788.697831
196;6666788.697831
197;6666788.697831
198;6666788.697831
199;6666788.697831
200;6666788.697831
201;6666788.697831
202;6666783.205780
203;6666783.205780
204;6666783.205780
205;6666783.205780
206;6666783.205780
207;6666783.205780
208;6666783.205780
209;6666783.205780
210;6666783.205780
211;6666783.205780
212;6666780.223844
213;6666780.223844
214;6666780.223844
215;6666780.223844
216;6666780.223844
217;6666780.223844
218;6666780.223844
219;6666780.047544
220;6666774.689860
221;6666774.689860
222;6666774.689860
223;6666770.710171
224;6666770.710171
225;6666770.710171
226;6666770.710171
227;6666770.710171
228;6666770.710171
229;6666768.853285
230;6666768.853285
231;6666768.853285
232;6666768.853285
233;6666766.996400
234;6666766.996400
235;6666766.966864
236;6666766.374058
237;6666761.790371
238;6666761.790371
239;6666758.100209
240;6470705.751078
241;6470705.751078
242;6470705.377136
243;6400130.552175
244;6400130.414859
245;6400129.737829
246;6400129.338866
247;6400128.331108
248;6400126.794122
249;6363770.582628
250;6304494.584925
251;6304494.584925
252;6304493.928331
253;6296443.732209
254;6296443.390431
255;6296443.126767
256;6296442.640307
257;6296442.575566
258;6296438.314298
259;6296438.314298
260;6296438.300427
261;6296438.109055
262;6296438.065629
263;6296437.880701
264;6296437.444540
265;6285857.278441
266;6285857.149905
267;6285855.981819
268;6285855.769025
269;6285854.896271
270;6279212.262607
271;6250147.357723
272;6250147.357723
273;6250147.357723
274;6250147.357723
275;6250147.357723
276;6250147.357723
277;6250146.499002
278;6250146.290099
279;6250145.204197
280;6250145.204197
281;6250145.019309
282;6250145.019309
283;6250143.669208
284;6250141.033706
285;6250140.258839
286;6250140.234281
287;6250140.234281
288;6250140.234281
289;6250139.749747
290;6250139.661325
291;6250131.703485
292;6250131.669277
293;6250128.522916
294;6250126.844240
295;6250123.662821
296;6250123.518043
297;6250123.096274
298;6250123.096274
299;6250122.831569
300;6250120.605180
301;6250120.336693
302;6250120.239691
303;6250119.983707
304;6250115.881838
305;6250113.795343
306;6250113.748900
307;6250112.932643
308;6250109.748774
309;6250108.805166
310;6250108.318251
311;6250107.302790
312;6250107.302790
313;6250107.302790
314;6250106.852181
315;6250106.803354
316;6250105.851649
317;6250105.738463
318;6250105.668706
319;5862202.629312
320;5862202.503770
321;5833471.941058
322;5806597.170228
323;5806597.089180
324;5806596.994430
325;5806596.849475
326;5806596.457145
327;5806596.445539
328;5806596.269813
329;5806596.186738
330;5806596.186738
331;5806596.186738
332;5806596.151001
333;5806596.151001
334;5806595.704504
335;5806593.075096
336;5806592.543577
337;5789618.299394
338;5714438.464428
339;5714437.281629
340;5714437.281629
341;5714433.773036
342;5714432.017831
343;5714432.017831
344;5714432.017831
345;5714431.909452
346;5714430.257034
347;5714429.535008
348;5714429.535008
349;5714429.535008
350;5714429.112508
351;5714429.063053
352;5714429.024054
353;5714426.929035
354;5714426.929035
355;5714425.178270
356;5714425.178270
357;5714425.178270
358;5714424.970838
359;5714423.627340
360;5714423.627340
361;5714423.627340
362;5714422.495311
363;5714421.893043
364;5714421.313103
365;5714421.313103
366;5714419.158531
367;5714418.788455
368;5714416.573007
369;5714416.573007
370;5714416.111419
371;5714416.111419
372;5714416.111419
373;5714416.080580
374;5714416.067097
375;5714414.408588
376;5714414.408588
377;5714414.063643
378;5714414.029757
379;5714413.609674
380;5714411.790716
381;5714411.790716
382;5714411.790716
383;5714411.790716
384;5714410.449325
385;5714409.799410
386;5714409.799410
387;5714409.799410
388;5714409.799410
389;5714409.781692
390;5555689.227800
391;5555688.318263
392;5555687.360163
393;5555687.080476
394;5555686.729116
395;5555686.592782
396;5555686.226271
397;5555686.226271
398;5555684.734854
399;5555683.247155
400;5555683.199927
401;5555683.199927
402;5555682.462047
403;5555681.927000
404;5555681.775481
405;5555679.265220
406;5555678.826624
407;5555678.308944
408;5555676.643507
409;5555676.582127
410;5555674.983848
411;5555674.886500
412;5555674.658753
413;5555674.011378
414;5555674.011378
415;5555674.011378
416;5555673.753031
417;5555673.753031
418;5555673.753031
419;5555672.880520
420;5555672.866263
421;5555672.827183
422;5555671.686952
423;5555671.686952
424;5555671.528845
425;5555670.805409
426;5555670.548807
427;5200150.715606
428;5190028.261367
429;5190028.118887
430;5185340.985486
431;5185340.756236
432;5185340.219479
433;5185337.706190
434;5166825.744724
435;5161452.012447
436;5161451.859217
437;5161451.751413
438;5161451.305851
439;5161450.490142
440;5161450.490142
441;5161448.425417
442;5161448.194475
443;5161447.803040
444;5161447.803040
445;5156409.373616
446;5156409.360985
447;5156409.254978
448;5156409.247484
449;5156408.889699
450;5156408.708889
451;5151671.915203
452;5135297.978307
453;5122115.379954
454;5122114.673401
455;5122114.673401
456;5122114.663817
457;5098208.355455
458;5098208.355455
459;5098208.355455
460;5098208.355455
461;5098208.355455
462;5098208.355455
463;5098208.355455
464;5098208.355455
465;5077103.519539
466;5077103.482788
467;5077103.409286
468;5077103.126074
469;5000180.822452
470;5000180.822452
471;5000180.822452
472;5000180.822452
473;5000180.822452
474;5000180.822452
475;5000180.822452
476;5000180.822452
477;5000180.822452
478;5000174.086931
479;5000174.086931
480;5000174.086931
481;5000174.086931
482;5000174.086931
483;5000174.086931
484;5000174.086931
485;5000174.086931
486;5000174.086931
487;5000174.086931
488;5000174.086931
489;5000174.086931
490;5000174.086931
491;5000174.086931
492;5000174.086931
493;5000174.086931
494;5000174.086931
495;5000174.086931
496;5000174.086931
497;5000174.086931
498;5000174.086931
499;5000168.836477
500;5000168.836477
501;5000168.836477
502;5000168.836477
503;5000168.836477
504;5000160.066734
505;5000160.066734
506;5000160.066734
507;5000160.066734
508;5000160.066734
509;5000160.066734
510;5000159.089080
511;5000159.089080
512;5000159.089080
513;5000159.089080
514;5000159.089080
515;5000159.089080
516;5000144.516234
517;5000141.676524
518;5000141.676524
519;5000141.676524
520;5000141.676524
521;5000141.676524
522;5000141.676524
523;5000141.676524
524;5000141.676524
525;5000141.676524
526;5000141.676524
527;5000141.676524
528;5000141.676524
529;5000141.153324
530;5000139.527966
531;5000139.527966
532;5000138.979294
533;5000134.806201
534;5000134.806201
535;5000134.806201
536;5000134.806201
537;5000134.806201
538;5000134.806201
539;5000134.806201
540;5000134.806201
541;5000134.806201
542;5000133.922506
543;5000133.922506
544;5000133.922506
545;5000133.922506
546;5000133.922506
547;5000133.922506
548;5000131.151062
549;5000131.151062
550;5000131.151062
551;5000131.151062
552;5000131.151062
553;5000131.151062
554;5000127.292140
555;5000127.292140
556;4583509.570924
557;4583509.484704
558;4583509.164204
559;4583508.908575
560;4583508.908575
561;4545637.710427
562;4545637.710427
563;4545637.710427
564;4540418.030537
565;4538004.680509
566;4538003.273466
567;4538002.179032
568;4534351.971767
569;4534351.964321
570;4534351.204181
571;4528493.153878
572;4528493.153878
573;4528492.596870
574;4528492.367944
575;4528491.780319
576;4528491.425479
577;4528491.425479
578;4528490.497012
579;4528490.464259
580;4528490.464259
581;4528488.606167
582;4528486.583688
583;4528486.459752
584;4516315.294506
585;4516315.284836
586;4516315.267083
587;4516315.239833
588;4516315.222253
589;4516314.119503
590;4516313.696818
591;4516313.616404
592;4516313.376860
593;4516312.612090
594;4477808.664597
595;4473883.148938
596;4473883.006454
597;4473882.642065
598;4473880.227764
599;4473878.709291
600;4473878.521734
601;4473878.339506
602;4473878.257900
603;4444645.333259
604;4444645.333259
605;4444645.333259
606;4444640.888003
607;4444640.888003
608;4444639.994482
609;4444639.994482
610;4444635.892555
611;4444635.892555
612;4444635.892555
613;4444635.892555
614;4444635.667107
615;4444635.667107
616;4444635.152891
617;4444635.152891
618;4444633.526032
619;4444633.526032
620;4444633.307234
621;4444633.307234
622;4444632.891904
623;4444632.476574
624;4444630.053546
625;4444629.067736
626;4444629.067736
627;4444629.067736
628;4444615.578402
629;4444615.220102
630;4444614.456970
631;4444612.423073
632;4444612.423073
633;4444611.691640
634;4444611.630657
635;4444611.481206
636;4444611.481206
637;4444610.165418
638;4444609.898761
639;4444609.898761
640;4444609.898761
641;4444609.898761
642;4444609.898761
643;4444609.898761
644;4444609.797936
645;4444609.797936
646;4444609.608504
647;4444609.072993
648;4444608.493358
649;4444608.493358
650;4444608.493358
651;4444608.151828
652;4444608.071528
653;4444606.707599
654;4444606.707599
655;4444601.523383
656;4444601.523383
