run_id;instancia;familia;clientes;veiculos;capacidade;gamma_ini;gamma_min;gamma_max;tempo_bp;fo_bp;nos_bp;colunas_bp;iteracoes;motivo;sem_melhora;score_construtivas;timestamp
c106_tam50_gini40_gmax500_SM20;instancias/c106.txt;C;50;5;200;40;10;500;4334.5827;-1;0;0;266;TIME_MAX;20;[0, 6, 0, 20, 0, 0, 0];2026-06-01 03:57:08
c106_tam50_gini40_gmax500_SM20;instancias/c106.txt;C;50;5;200;40;10;500;1751.4914;369.2;5;2267;696;estagnacao_fo;20;[0, 27, 0, 0, 0, 0, 0];2026-06-01 04:26:20
c107_tam50_gini40_gmax500_SM20;instancias/c107.txt;C;50;5;200;40;10;500;931.0829;365.7;1;2196;696;estagnacao_fo;20;[0, 607, 0, 89, 0, 0, 0];2026-06-01 04:41:51
c107_tam50_gini40_gmax500_SM20;instancias/c107.txt;C;50;5;200;40;10;500;4567.1243;408.6;4;4294;1496;TIME_MAX;20;[0, 127, 0, 116, 0, 0, 0];2026-06-01 05:57:58
c108_tam50_gini40_gmax500_SM20;instancias/c108.txt;C;50;5;200;40;10;500;4785.7532;-1;0;0;604;TIME_MAX;20;[0, 4, 0, 6, 0, 0, 0];2026-06-01 07:17:44
c108_tam50_gini40_gmax500_SM20;instancias/c108.txt;C;50;5;200;40;10;500;2892.4318;365.7;1;3175;961;estagnacao_fo;20;[0, 792, 0, 169, 0, 0, 0];2026-06-01 08:05:57
c109_tam50_gini40_gmax500_SM20;instancias/c109.txt;C;50;5;200;40;10;500;3687.1084;365.7;1;2306;624;estagnacao_fo;20;[0, 383, 0, 241, 0, 0, 0];2026-06-01 09:07:24
c109_tam50_gini40_gmax500_SM20;instancias/c109.txt;C;50;5;200;40;10;500;2778.7218;365.7;1;2757;732;estagnacao_fo;20;[0, 585, 0, 147, 0, 0, 0];2026-06-01 09:53:43
r101_tam50_gini80_gmax500_SM20;instancias/r101.txt;R;50;12;200;80;10;500;4235.7973;1044.0;6;2559;325;TIME_MAX;20;[0, 0, 0, 14, 0, 0, 0];2026-06-01 11:04:19
r101_tam50_gini80_gmax500_SM20;instancias/r101.txt;R;50;12;200;80;10;500;4217.0946;1045.7;7;3552;406;convergiu_sem_coluna_negativa;20;[0, 1, 0, 9, 0, 0, 0];2026-06-01 12:14:36
r102_tam50_gini80_gmax500_SM20;instancias/r102.txt;R;50;11;200;80;10;500;2605.1343;909.8;1;3509;430;estagnacao_fo;20;[0, 322, 0, 108, 0, 0, 0];2026-06-01 12:58:02
r102_tam50_gini80_gmax500_SM20;instancias/r102.txt;R;50;11;200;80;10;500;4315.291;909.0;2;4727;550;TIME_MAX;20;[0, 0, 0, 21, 0, 0, 0];2026-06-01 14:09:57
r103_tam50_gini80_gmax500_SM20;instancias/r103.txt;R;50;9;200;80;10;500;4845.4398;826.0;2;3061;430;TIME_MAX;20;[0, 5, 0, 13, 0, 0, 0];2026-06-01 15:30:42
r103_tam50_gini80_gmax500_SM20;instancias/r103.txt;R;50;9;200;80;10;500;3726.7644;832.9;2;3399;489;convergiu_sem_coluna_negativa;20;[0, 349, 0, 139, 0, 0, 0];2026-06-01 16:32:49
r104_tam50_gini80_gmax500_SM20;instancias/r104.txt;R;50;6;200;80;10;500;3812.7068;-1;0;0;361;convergiu_sem_coluna_negativa;20;[0, 189, 0, 170, 0, 0, 0];2026-06-01 17:36:22
r104_tam50_gini80_gmax500_SM20;instancias/r104.txt;R;50;6;200;80;10;500;4215.6293;-1;0;0;624;TIME_MAX;20;[0, 432, 0, 191, 0, 0, 0];2026-06-01 18:46:38
r105_tam50_gini80_gmax500_SM20;instancias/r105.txt;R;50;9;200;80;10;500;3686.7667;-1;0;0;297;convergiu_sem_coluna_negativa;20;[0, 0, 0, 3, 0, 0, 0];2026-06-01 19:48:05
r105_tam50_gini80_gmax500_SM20;instancias/r105.txt;R;50;9;200;80;10;500;4214.171;1039.2;3;3300;450;TIME_MAX;20;[0, 1, 0, 16, 0, 0, 0];2026-06-01 20:58:19
c101n_tam50_estab1_gini40_gmax100_SM100;instancias/c101N.txt;C;50;5;200;True;40;10;100;100;730.0346;386.5;1;1134;373;estagnacao_fo;[0, 298, 0, 79, 0, 0, 0];2026-06-02 18:19:46
c101n_tam50_estab1_gini40_gmax100_SM40;instancias/c101N.txt;C;50;5;200;True;40;10;100;40;616.333;386.5;1;733;253;estagnacao_fo;[0, 191, 0, 66, 0, 0, 0];2026-06-02 18:30:02
c101n_tam50_estab1_gini40_gmax200_SM100;instancias/c101N.txt;C;50;5;200;True;40;10;200;100;733.3177;386.5;1;1134;373;estagnacao_fo;[0, 298, 0, 79, 0, 0, 0];2026-06-02 18:42:16
c101n_tam50_estab1_gini40_gmax200_SM40;instancias/c101N.txt;C;50;5;200;True;40;10;200;40;620.2254;386.5;1;733;253;estagnacao_fo;[0, 191, 0, 66, 0, 0, 0];2026-06-02 18:52:36
c102_tam50_estab1_gini40_gmax100_SM100;instancias/c102.txt;C;50;5;200;True;40;10;100;100;28.5993;495.9;1;1056;320;estagnacao_fo;[0, 324, 0, 0, 0, 0, 0];2026-06-02 18:53:05
c102_tam50_estab1_gini40_gmax100_SM40;instancias/c102.txt;C;50;5;200;True;40;10;100;40;13.1639;495.9;1;625;200;estagnacao_fo;[0, 204, 0, 0, 0, 0, 0];2026-06-02 18:53:18
c102_tam50_estab1_gini40_gmax200_SM100;instancias/c102.txt;C;50;5;200;True;40;10;200;100;28.6053;495.9;1;1056;320;estagnacao_fo;[0, 324, 0, 0, 0, 0, 0];2026-06-02 18:53:46
c102_tam50_estab1_gini40_gmax200_SM40;instancias/c102.txt;C;50;5;200;True;40;10;200;40;13.1986;495.9;1;625;200;estagnacao_fo;[0, 204, 0, 0, 0, 0, 0];2026-06-02 18:54:00
c103_tam50_estab1_gini40_gmax100_SM100;instancias/c103.txt;C;50;5;200;True;40;10;100;100;15.9666;509.5;1;734;243;estagnacao_fo;[0, 247, 0, 0, 0, 0, 0];2026-06-02 18:54:16
c103_tam50_estab1_gini40_gmax100_SM40;instancias/c103.txt;C;50;5;200;True;40;10;100;40;6.4741;509.5;1;376;123;estagnacao_fo;[0, 127, 0, 0, 0, 0, 0];2026-06-02 18:54:22
c103_tam50_estab1_gini40_gmax200_SM100;instancias/c103.txt;C;50;5;200;True;40;10;200;100;15.9627;509.5;1;734;243;estagnacao_fo;[0, 247, 0, 0, 0, 0, 0];2026-06-02 18:54:38
c103_tam50_estab1_gini40_gmax200_SM40;instancias/c103.txt;C;50;5;200;True;40;10;200;40;6.55;509.5;1;376;123;estagnacao_fo;[0, 127, 0, 0, 0, 0, 0];2026-06-02 18:54:45
c104_tam50_estab1_gini40_gmax100_SM100;instancias/c104.txt;C;50;5;200;True;40;10;100;100;4203.0303;394.2;1;1613;495;TIME_MAX;[0, 219, 0, 279, 0, 0, 0];2026-06-02 20:04:48
c104_tam50_estab1_gini40_gmax100_SM40;instancias/c104.txt;C;50;5;200;True;40;10;100;40;4209.7077;394.2;1;1609;494;TIME_MAX;[0, 219, 0, 278, 0, 0, 0];2026-06-02 21:14:58
c104_tam50_estab1_gini40_gmax200_SM100;instancias/c104.txt;C;50;5;200;True;40;10;200;100;4207.8166;394.2;1;1602;492;TIME_MAX;[0, 219, 0, 276, 0, 0, 0];2026-06-02 22:25:05
c104_tam50_estab1_gini40_gmax200_SM40;instancias/c104.txt;C;50;5;200;True;40;10;200;40;4204.1747;394.2;1;1595;490;TIME_MAX;[0, 219, 0, 274, 0, 0, 0];2026-06-02 23:35:10
c105_tam50_estab1_gini40_gmax100_SM100;instancias/c105.txt;C;50;5;200;True;40;10;100;100;25.8845;469.4;1;1013;284;estagnacao_fo;[0, 288, 0, 0, 0, 0, 0];2026-06-02 23:35:36
c105_tam50_estab1_gini40_gmax100_SM40;instancias/c105.txt;C;50;5;200;True;40;10;100;40;12.3169;469.4;1;581;164;estagnacao_fo;[0, 168, 0, 0, 0, 0, 0];2026-06-02 23:35:48
c105_tam50_estab1_gini40_gmax200_SM100;instancias/c105.txt;C;50;5;200;True;40;10;200;100;25.6277;469.4;1;1013;284;estagnacao_fo;[0, 288, 0, 0, 0, 0, 0];2026-06-02 23:36:14
c105_tam50_estab1_gini40_gmax200_SM40;instancias/c105.txt;C;50;5;200;True;40;10;200;40;12.3327;469.4;1;581;164;estagnacao_fo;[0, 168, 0, 0, 0, 0, 0];2026-06-02 23:36:26
c106_tam50_estab1_gini40_gmax100_SM100;instancias/c106.txt;C;50;5;200;True;40;10;100;100;974.2853;362.4;1;663;250;fo_target_int_atingido;[0, 153, 0, 101, 0, 0, 0];2026-06-02 23:52:40
c106_tam50_estab1_gini40_gmax100_SM40;instancias/c106.txt;C;50;5;200;True;40;10;100;40;978.4907;362.4;1;663;250;fo_target_int_atingido;[0, 153, 0, 101, 0, 0, 0];2026-06-03 00:08:59
c106_tam50_estab1_gini40_gmax200_SM100;instancias/c106.txt;C;50;5;200;True;40;10;200;100;982.4162;362.4;1;663;250;fo_target_int_atingido;[0, 153, 0, 101, 0, 0, 0];2026-06-03 00:25:21
c106_tam50_estab1_gini40_gmax200_SM40;instancias/c106.txt;C;50;5;200;True;40;10;200;40;984.4953;362.4;1;663;250;fo_target_int_atingido;[0, 153, 0, 101, 0, 0, 0];2026-06-03 00:41:46
c107_tam50_estab1_gini40_gmax100_SM100;instancias/c107.txt;C;50;5;200;True;40;10;100;100;2359.4636;362.4;1;1787;574;lp_inteiro_target;[0, 332, 0, 245, 0, 0, 0];2026-06-03 01:21:05
c107_tam50_estab1_gini40_gmax100_SM40;instancias/c107.txt;C;50;5;200;True;40;10;100;40;50.7747;465.2;1;421;130;estagnacao_fo;[0, 130, 0, 4, 0, 0, 0];2026-06-03 01:21:56
c107_tam50_estab1_gini40_gmax200_SM100;instancias/c107.txt;C;50;5;200;True;40;10;200;100;2379.1425;362.4;1;1787;574;lp_inteiro_target;[0, 332, 0, 245, 0, 0, 0];2026-06-03 02:01:35
c107_tam50_estab1_gini40_gmax200_SM40;instancias/c107.txt;C;50;5;200;True;40;10;200;40;51.3071;465.2;1;421;130;estagnacao_fo;[0, 130, 0, 4, 0, 0, 0];2026-06-03 02:02:27
c108_tam50_estab1_gini40_gmax100_SM100;instancias/c108.txt;C;50;5;200;True;40;10;100;100;1904.1317;369.2;1;2407;711;estagnacao_fo;[0, 588, 0, 127, 0, 0, 0];2026-06-03 02:34:11
c108_tam50_estab1_gini40_gmax100_SM40;instancias/c108.txt;C;50;5;200;True;40;10;100;40;1015.0724;369.2;1;1932;591;estagnacao_fo;[0, 529, 0, 66, 0, 0, 0];2026-06-03 02:51:06
c108_tam50_estab1_gini40_gmax200_SM100;instancias/c108.txt;C;50;5;200;True;40;10;200;100;1913.127;369.2;1;2407;711;estagnacao_fo;[0, 588, 0, 127, 0, 0, 0];2026-06-03 03:22:59
c108_tam50_estab1_gini40_gmax200_SM40;instancias/c108.txt;C;50;5;200;True;40;10;200;40;1020.9836;369.2;1;1932;591;estagnacao_fo;[0, 529, 0, 66, 0, 0, 0];2026-06-03 03:40:00
c109_tam50_estab1_gini40_gmax100_SM100;instancias/c109.txt;C;50;5;200;True;40;10;100;100;2648.9531;362.4;1;1784;505;lp_inteiro_target;[0, 331, 0, 177, 0, 0, 0];2026-06-03 04:24:09
c109_tam50_estab1_gini40_gmax100_SM40;instancias/c109.txt;C;50;5;200;True;40;10;100;40;4281.0234;544.7;2;786;330;TIME_MAX;[0, 0, 0, 151, 0, 0, 0];2026-06-03 05:35:30
c109_tam50_estab1_gini40_gmax200_SM100;instancias/c109.txt;C;50;5;200;True;40;10;200;100;2682.4321;362.4;1;1784;505;lp_inteiro_target;[0, 331, 0, 177, 0, 0, 0];2026-06-03 06:20:13
c109_tam50_estab1_gini40_gmax200_SM40;instancias/c109.txt;C;50;5;200;True;40;10;200;40;4227.0555;544.7;2;785;329;TIME_MAX;[0, 0, 0, 150, 0, 0, 0];2026-06-03 07:30:40
r101_tam50_estab1_gini80_gmax100_SM100;instancias/r101.txt;R;50;12;200;True;80;10;100;100;3621.3344;1044.0;8;2336;319;fo_target_int_atingido;[0, 0, 0, 5, 0, 0, 0];2026-06-03 08:31:01
r101_tam50_estab1_gini80_gmax100_SM40;instancias/r101.txt;R;50;12;200;True;80;10;100;40;3621.3135;1044.0;7;2309;314;convergiu_sem_coluna_negativa;[0, 1, 0, 17, 0, 0, 0];2026-06-03 09:31:22
r101_tam50_estab1_gini80_gmax200_SM100;instancias/r101.txt;R;50;12;200;True;80;10;200;100;4090.0288;1044.0;7;2309;314;convergiu_sem_coluna_negativa;[0, 1, 0, 17, 0, 0, 0];2026-06-03 10:39:32
r101_tam50_estab1_gini80_gmax200_SM40;instancias/r101.txt;R;50;12;200;True;80;10;200;40;3934.367;1044.0;7;2309;314;convergiu_sem_coluna_negativa;[0, 1, 0, 17, 0, 0, 0];2026-06-03 11:45:07
r102_tam50_estab1_gini80_gmax100_SM100;instancias/r102.txt;R;50;11;200;True;80;10;100;100;1747.0177;909.0;1;4595;527;lp_inteiro_target;[0, 435, 0, 101, 0, 0, 0];2026-06-03 12:14:14
r102_tam50_estab1_gini80_gmax100_SM40;instancias/r102.txt;R;50;11;200;True;80;10;100;40;1753.8914;909.0;1;4595;527;lp_inteiro_target;[0, 435, 0, 101, 0, 0, 0];2026-06-03 12:43:28
r102_tam50_estab1_gini80_gmax200_SM100;instancias/r102.txt;R;50;11;200;True;80;10;200;100;1754.739;909.0;1;4595;527;lp_inteiro_target;[0, 435, 0, 101, 0, 0, 0];2026-06-03 13:12:43
r102_tam50_estab1_gini80_gmax200_SM40;instancias/r102.txt;R;50;11;200;True;80;10;200;40;1764.7674;909.0;1;4595;527;lp_inteiro_target;[0, 435, 0, 101, 0, 0, 0];2026-06-03 13:42:07
r103_tam50_estab1_gini80_gmax100_SM100;instancias/r103.txt;R;50;9;200;True;80;10;100;100;4665.8099;792.6;2;4264;687;TIME_MAX;[0, 0, 0, 10, 0, 0, 0];2026-06-03 14:59:53
