no_id,profundidade,lb_confiavel,cg_convergiu,motivo_conv,custo_lp,melhor_lp_valido,custo_mip,slack_sum_final,solucao_inteira,abriu_filhos,z_inc,z_li,n_colunas_pool
0,0,False,False,estagnacao_fo,365.2,355.5,365.20000000000005,0.0,True,False,365.20000000000005,,1159
