no_id,profundidade,lb_confiavel,cg_convergiu,motivo_conv,custo_lp,melhor_lp_valido,custo_mip,slack_sum_final,solucao_inteira,abriu_filhos,z_inc,z_li,n_colunas_pool
0,0,True,True,convergiu_sem_coluna_negativa,115.91954724609722,0.0,181.91713294615585,0.0,True,True,181.91713294615585,,20
2,1,True,True,convergiu_sem_coluna_negativa,120.88176633742654,92.03367202063167,,0.0,False,True,181.91713294615585,,30
4,2,True,True,convergiu_sem_coluna_negativa,134.4185736595567,92.03367202063167,,0.0,False,True,181.91713294615585,,36
6,3,True,True,convergiu_sem_coluna_negativa,136.13173898550866,92.03367202063167,,0.0,False,True,181.91713294615585,,38
8,4,True,True,convergiu_sem_coluna_negativa,137.4341882464993,92.03367202063167,137.4341882464993,0.0,True,False,137.4341882464993,,44
7,4,True,True,convergiu_sem_coluna_negativa,136.13173898550866,84.44601960745983,137.4341882464993,0.0,True,True,137.4341882464993,,46
10,5,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,56
9,5,True,True,convergiu_sem_coluna_negativa,136.13173898550866,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,56
12,6,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,56
11,6,True,True,convergiu_sem_coluna_negativa,136.13173898550866,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,58
14,7,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,59
13,7,True,True,convergiu_sem_coluna_negativa,136.13173898550866,84.44601960745983,137.4341882464993,0.0,True,True,137.4341882464993,,61
16,8,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,61
15,8,True,True,convergiu_sem_coluna_negativa,136.13173898550866,136.13173898550866,137.4341882464993,0.0,True,True,137.4341882464993,,61
18,9,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,61
17,9,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,62
5,3,True,True,convergiu_sem_coluna_negativa,134.4185736595567,81.01968895555592,137.4341882464993,0.0,True,True,137.4341882464993,,64
20,4,True,True,convergiu_sem_coluna_negativa,134.4185736595567,81.01968895555592,137.4341882464993,0.0,True,True,137.4341882464993,,66
22,5,True,True,convergiu_sem_coluna_negativa,176.80347529848171,81.01968895555592,176.80347529848171,0.0,True,False,137.4341882464993,,66
21,5,True,True,convergiu_sem_coluna_negativa,135.43660988537098,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,68
24,6,True,True,convergiu_sem_coluna_negativa,137.4341882464993,92.03367202063167,137.4341882464993,0.0,True,False,137.4341882464993,,68
23,6,True,True,convergiu_sem_coluna_negativa,135.43660988537098,83.05576140718448,137.4341882464993,0.0,True,True,137.4341882464993,,70
26,7,True,True,convergiu_sem_coluna_negativa,178.83954775011028,83.05576140718448,178.83954775011028,0.0,True,False,137.4341882464993,,71
25,7,True,True,convergiu_sem_coluna_negativa,135.43660988537096,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,71
28,8,True,True,convergiu_sem_coluna_negativa,178.83954775011028,83.05576140718448,178.83954775011028,0.0,True,False,137.4341882464993,,72
27,8,True,True,convergiu_sem_coluna_negativa,135.87000729718258,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,74
30,9,True,True,convergiu_sem_coluna_negativa,136.87937604133725,136.87937604133725,137.4341882464993,0.0,True,True,137.4341882464993,,76
32,10,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,77
31,10,True,True,convergiu_sem_coluna_negativa,136.87937604133725,85.94129371911701,137.4341882464993,0.0,True,True,137.4341882464993,,79
34,11,True,True,convergiu_sem_coluna_negativa,181.72508006204282,85.94129371911701,181.72508006204282,0.0,True,False,137.4341882464993,,79
33,11,True,True,convergiu_sem_coluna_negativa,136.87937604133725,136.87937604133725,137.4341882464993,0.0,True,True,137.4341882464993,,81
36,12,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,82
35,12,True,True,convergiu_sem_coluna_negativa,181.72508006204282,85.94129371911701,181.72508006204282,0.0,True,False,137.4341882464993,,82
29,9,True,True,convergiu_sem_coluna_negativa,179.70634257373348,83.92255623080769,179.70634257373348,0.0,True,False,137.4341882464993,,82
19,4,True,True,convergiu_sem_coluna_negativa,134.4185736595567,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,84
38,5,True,True,convergiu_sem_coluna_negativa,136.13173898550866,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,86
40,6,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,86
39,6,True,True,convergiu_sem_coluna_negativa,136.13173898550866,84.44601960745983,137.4341882464993,0.0,True,True,137.4341882464993,,88
42,7,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,88
41,7,True,True,convergiu_sem_coluna_negativa,136.13173898550866,136.13173898550866,137.4341882464993,0.0,True,True,137.4341882464993,,88
44,8,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,88
43,8,True,True,convergiu_sem_coluna_negativa,136.13173898550866,136.13173898550866,137.4341882464993,0.0,True,True,137.4341882464993,,90
46,9,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,91
45,9,True,True,convergiu_sem_coluna_negativa,136.13173898550866,84.44601960745983,137.4341882464993,0.0,True,True,137.4341882464993,,93
48,10,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,93
47,10,True,True,convergiu_sem_coluna_negativa,136.13173898550866,136.13173898550866,137.4341882464993,0.0,True,True,137.4341882464993,,93
50,11,True,True,convergiu_sem_coluna_negativa,180.22980595038564,84.44601960745983,180.22980595038564,0.0,True,False,137.4341882464993,,93
49,11,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,94
37,5,True,True,convergiu_sem_coluna_negativa,134.4185736595567,81.01968895555592,137.4341882464993,0.0,True,True,137.4341882464993,,96
52,6,True,True,convergiu_sem_coluna_negativa,176.80347529848171,81.01968895555592,176.80347529848171,0.0,True,False,137.4341882464993,,96
51,6,True,True,convergiu_sem_coluna_negativa,135.43660988537098,92.03367202063167,137.4341882464993,0.0,True,True,137.4341882464993,,98
54,7,True,True,convergiu_sem_coluna_negativa,137.4341882464993,137.4341882464993,137.4341882464993,0.0,True,False,137.4341882464993,,98
53,7,True,True,convergiu_sem_coluna_negativa,135.43660988537098,83.05576140718448,137.4341882464993,0.0,True,True,137.4341882464993,,100
56,8,True,True,convergiu_sem_coluna_negativa,178.83954775011028,83.05576140718448,178.83954775011028,0.0,True,False,137.4341882464993,,101
55,8,True,True,convergiu_sem_coluna_negativa,135.43660988537096,135.43660988537096,137.4341882464993,0.0,True,True,137.4341882464993,,101
58,9,True,True,convergiu_sem_coluna_negativa,178.83954775011028,83.05576140718448,178.83954775011028,0.0,True,False,137.4341882464993,,102
