iteracao;valor_fo
737;6666808.948666
738;6666808.948666
739;6666808.948666
740;6666808.948666
741;6666808.948666
742;6666808.948666
743;6666808.948666
744;6666808.948666
745;6666808.948666
746;6666808.948666
747;6666808.948666
748;6666808.948666
749;6643504.235288
750;6643504.235288
751;6643503.416732
752;6619872.228942
753;6619872.228862
754;6619870.609298
755;6619870.609298
756;6619870.609298
757;6619870.609298
758;6619870.609298
759;6619870.609298
760;6619870.363599
761;6619870.362292
762;6619870.258051
763;6619870.156375
764;6619870.109434
765;6619870.109434
766;6619869.736058
767;6619869.736058
768;6619869.734820
769;6619866.231122
770;6619866.192702
771;6619866.192702
772;6619866.192702
773;6619864.618392
774;6619864.618392
775;6619864.262537
776;6619864.026855
777;6619864.026855
778;6619864.026855
779;6619864.026855
780;6619863.942481
781;6619862.889950
782;6595893.564069
783;6587834.085228
784;6582440.062495
785;6580471.536912
786;6580471.427533
787;6579107.523998
788;6571595.056309
789;6571594.724828
790;6571593.775018
791;6571593.366620
792;6571593.366620
793;6571590.867875
794;6571590.867875
795;6571590.867875
796;6571590.633261
797;6571590.633261
798;6571590.633261
799;6571590.633261
800;6571585.815865
801;6571585.815865
802;6571585.554782
803;6571585.554782
804;6571578.369220
805;6571578.363049
806;6571578.356878
807;6571578.356878
808;6571578.153797
809;6571572.984065
810;6571572.984065
811;6571572.978968
812;6571572.948266
813;6571572.834400
814;6546915.452255
815;6546915.231951
816;6521899.722959
817;6521899.722959
818;6521899.112303
819;6521899.112303
820;6521889.809683
821;6521889.017900
822;6521888.579865
823;6521884.890412
824;6521884.890412
825;6521884.890412
826;6521884.890412
827;6521884.890412
828;6521884.890412
829;6521884.890412
830;6521884.890412
831;6521884.890412
832;6521884.890412
833;6521884.890412
834;6521884.890412
835;6521884.890412
836;6521881.901695
837;6521881.760455
838;6478136.071646
839;6478136.071646
840;6478136.071646
841;6476834.469351
842;6476834.396092
843;6476834.226419
844;6475922.848314
845;6475564.474075
846;6475455.044061
847;6475250.466810
848;6474732.906562
849;6474323.698596
850;6470759.623056
851;6470759.623056
852;6470753.199934
853;6470753.199934
854;6470747.590724
855;6470747.590724
856;6470747.590724
857;6470742.219558
858;6470742.219558
859;6470742.219558
860;6470742.219558
861;6470742.092795
862;6470741.882586
863;6470741.681819
864;6470741.681819
865;6470741.681819
866;6470741.681819
867;6470741.681819
868;6470741.681819
869;6470741.681819
870;6470741.681819
871;6470741.130312
872;6470741.012290
873;6470741.012290
874;6470734.930945
875;6470734.930945
876;6470734.930945
877;6470734.930945
878;6470734.930945
879;6470734.930945
880;6470734.930945
881;6470734.930945
882;6470734.930945
883;6470734.930945
884;6470734.930945
885;6470734.930945
886;6470734.930945
887;6470734.930945
888;6470733.756673
889;6470733.756673
890;6470733.756673
891;6470733.756673
892;6470733.756673
893;6470733.756673
894;6470733.745039
895;6470733.721769
896;6470733.721769
897;6470733.721769
898;6470733.551977
899;6470731.941960
900;6470731.394639
901;6435793.196237
902;6435793.194789
903;6435793.168450
904;6435793.104050
905;6435792.825133
906;6435792.784026
907;6435792.772441
908;6435792.671954
909;6435792.671954
910;6435792.671954
911;6435792.671954
912;6435792.671954
913;6435792.671954
914;6435792.641984
915;6435792.641984
916;6435792.631116
917;6435792.625348
918;6428722.103048
919;6428722.063479
920;6428722.063479
921;6428722.053932
922;6428722.008261
923;6428722.008261
924;6428722.008261
925;6428721.858775
926;6428721.858775
927;6428721.858775
928;6428721.858775
929;6418063.486042
930;6418063.041717
931;6418063.041717
932;6418062.914063
933;6418062.051848
934;6418061.740478
935;6418061.740478
936;6418061.740478
937;6418061.740478
938;6418061.547828
939;6418061.501976
940;6363786.760091
941;6363786.151841
942;6363786.151841
943;6330431.308898
944;6328025.628993
945;6328025.613476
946;6328025.061654
947;6325245.345523
948;6321996.811491
949;6321996.811491
950;6321996.811491
951;6321995.254396
952;6321995.254396
953;6307852.153628
954;6307852.153628
955;6307851.767902
956;6307851.767902
957;6307851.744792
958;6307851.422202
959;6307851.291908
960;6307851.291908
961;6307848.809636
962;6307848.637040
963;6307848.426863
964;6307848.297540
965;6307848.297540
966;6307848.297540
967;6307847.069072
968;6307847.069072
969;6307847.069072
970;6307847.069072
971;6307847.048962
972;6307847.008743
973;6250165.800615
974;6250165.755878
975;6250165.755878
976;6250165.755878
977;6250165.004040
978;6250164.742483
979;6250164.742483
980;6250164.742483
981;6250164.742483
982;6250164.673942
983;6250164.598074
984;6250164.591176
985;6250164.584278
986;6250164.584278
987;6250164.584278
988;6250164.584278
989;6250164.127181
990;6250162.527009
991;6250161.945480
992;6250159.298445
993;6250158.468159
994;6190640.901508
995;6190640.239594
996;6190639.965830
997;6190633.835554
998;6190633.732462
999;6190633.669574
1000;6190633.500884
1001;6190633.500884
1002;6190633.500884
1003;6190633.500884
1004;6190633.500884
1005;6190633.500884
1006;6190633.500884
1007;6190633.500884
1008;6190633.500884
1009;6190633.500884
1010;6190633.500884
1011;6190633.500884
1012;6190633.500884
1013;6190633.500884
1014;6190633.500884
1015;6190633.500884
1016;6190633.500884
1017;6190633.500884
1018;6190633.500884
1019;6190633.500884
1020;6190633.500884
1021;6190633.500884
1022;6190633.500884
1023;6190633.500884
1024;6190632.906875
1025;6190632.906875
1026;6190632.905101
1027;6190632.905101
1028;6190632.905101
1029;6190632.905101
1030;6190632.865428
1031;6190632.861285
1032;6190632.778788
1033;6190632.724571
1034;6190632.724571
1035;6190632.724571
1036;6190632.724571
1037;6190632.724571
1038;6190632.724571
1039;6190632.724571
1040;6190632.722371
1041;6190632.595853
