-1;0;4.242641;-9999995.757359;[0 7 8];2025-11-13 15:28:08
-1;1;2.121320;-9999997.878680;[0 7 8];2025-11-13 15:28:08
0;0;3.046309;-9999994.832370;[0 1 8];2025-11-13 15:28:08
0;1;2.873427;-9999997.126573;[0 1 7 8];2025-11-13 15:28:08
1;0;3.600000;-9999993.526573;[0 2 8];2025-11-13 15:28:08
1;1;4.525224;-9999995.474776;[0 1 7 2 8];2025-11-13 15:28:08
2;0;5.215245;-9999991.011638;[0 1 3 8];2025-11-13 15:28:08
2;1;5.460326;-9999994.539674;[0 7 1 3 2 8];2025-11-13 15:28:08
3;0;6.322375;-9999989.869096;[0 2 4 8];2025-11-13 15:28:08
3;1;5.633162;-9999993.431736;[0 7 1 4 2 8];2025-11-13 15:28:08
4;0;11.205368;-9999989.483846;[0 3 4 2 5 8];2025-11-13 15:28:08
4;1;4.184123;-9999993.354497;[0 2 5 7 8];2025-11-13 15:28:08
5;0;9.516599;-9999990.774487;[0 3 4 2 6 8];2025-11-13 15:28:09
5;1;6.290719;-9999996.121687;[0 3 4 2 6 7 8];2025-11-13 15:28:09
6;0;10.967234;-29999960.781952;[0 1 4 6 5 8];2025-11-13 15:28:09
6;1;4.361915;-29999964.340961;[0 5 6 4 8];2025-11-13 15:28:09
7;0;12.681507;-19999970.762996;[0 4 3 1 7 5 8];2025-11-13 15:28:09
7;1;4.947354;-19999967.212403;[0 5 7 3 8];2025-11-13 15:28:09
8;0;10.923513;-8.187701;[0 1 3 2 5 6 8];2025-11-13 15:28:09
8;1;5.090202;-7.415694;[0 3 2 5 6 8];2025-11-13 15:28:09
9;0;7.805121;-3.336913;[0 1 7 5 6 8];2025-11-13 15:28:09
9;1;3.902561;-4.354221;[0 1 7 5 6 8];2025-11-13 15:28:09
10;0;12.004958;-2.688508;[0 1 3 4 2 5 6 8];2025-11-13 15:28:09
10;1;4.650776;-2.887033;[0 1 3 4 2 8];2025-11-13 15:28:09
11;0;14.060363;-0.827677;[0 2 4 3 1 7 5 6 8];2025-11-13 15:28:09
11;1;4.936230;-0.718310;[0 1 7 5 2 8];2025-11-13 15:28:09
12;0;4.179587;-0.016416;[0 5 6 8];2025-11-13 15:28:09
12;1;5.402989;-0.620463;[0 4 5 7 8];2025-11-13 15:28:09
13;1;4.975594;-0.478440;[0 3 7 5 6 8];2025-11-13 15:28:09
14;1;4.311498;-0.209270;[0 2 6 5 7 8];2025-11-13 15:28:09
15;1;5.868994;-0.012788;[0 4 3 1 7 6 8];2025-11-13 15:28:09
-1;0;4.242641;-9999995.757359;[0 7 8];2025-11-24 00:00:42
-1;1;2.121320;-9999997.878680;[0 7 8];2025-11-24 00:00:42
0;0;3.046309;-9999994.832370;[0 1 8];2025-11-24 00:00:42
0;1;2.873427;-9999997.126573;[0 1 7 8];2025-11-24 00:00:42
1;0;3.600000;-9999993.526573;[0 2 8];2025-11-24 00:00:42
1;1;4.525224;-9999995.474776;[0 1 7 2 8];2025-11-24 00:00:42
2;0;5.215245;-9999991.011638;[0 1 3 8];2025-11-24 00:00:42
2;1;5.460326;-9999994.539674;[0 7 1 3 2 8];2025-11-24 00:00:42
