ordem;instancia;nome_saida;nbcd;nbv;custo_construt;n_art;lb;ub;gap;lb_valido;arvore_certificada_completa;otimalidade_certificada;n_nos;n_cols;iteracoes;tempo_bp;fo_exato;tempo_exato;delta_bp_exato;alpha_exato;eta_exato;consumo_diesel_exato_m3;emissoes_exato_tco2eq;tempo_total_exato_h;parcela_ambiental_exato;parcela_temporal_exato;motivo;log;plotjs
0;20n-4k-7c-244r_SSML_silva2024.json;20n-4k-7c-244r_SSML_silva2024_20nos_4veiculos;20;4;5419.2884;0;;;;False;False;False;0;0;0;0.0;3596.744;20.2577;;0.1;1.4;33548.3677;33548.3677;191.9899;3354.8368;241.9072;GERAL;C:\Users\PolyanaSilva\Documents\BP_VRPTW\resultados_petro_bp_exato_paralelo\rodada_20260730_163406\logs\20n-4k-7c-244r_SSML_silva2024.txt;C:\Users\PolyanaSilva\Documents\BP_VRPTW\PlotJS\20n-4k-7c-244r_SSML_silva2024_20nos_4veiculos
