ordem;instancia;nome_saida;nbcd;nbv;custo_construt;n_art;lb;ub;gap;lb_valido;arvore_certificada_completa;otimalidade_certificada;n_nos;n_cols;iteracoes;tempo_bp;fo_exato;tempo_exato;delta_bp_exato;alpha_exato;eta_exato;consumo_diesel_exato_m3;emissoes_exato_tco2eq;tempo_total_exato_h;parcela_ambiental_exato;parcela_temporal_exato;motivo;log;plotjs
0;10n-1k-3c-1r_testeUSP_v33.json;10n-1k-3c-1r_testeUSP_v33_10nos_3veiculos;10;3;156200.0;0;;;;False;False;False;0;0;0;0.0;172.0047;30.2788;;0.1;1.4;156.1325;478.2244;98.5573;47.8224;124.1822;GERAL;C:\Users\PolyanaSilva\Documents\BP_VRPTW\resultados_petro_bp_exato_paralelo\rodada_20260729_113842\logs\10n-1k-3c-1r_testeUSP_v33.txt;C:\Users\PolyanaSilva\Documents\BP_VRPTW\PlotJS\10n-1k-3c-1r_testeUSP_v33_10nos_3veiculos
