instancia;regiao;base;pedidos;plataformas;navios;worker_pid;time_limit_bp_s;time_limit_exato_s;sm_sem_estab;custo_construtiva;rotas_artificiais;ub_bp;lb_bp;lb_certificada;gap_bp_percentual;nos_bp;colunas_bp;iteracoes_gc;tempo_bp_s;motivo_parada_bp;sequencias_bp;fo_exato_incumbente;tempo_exato_s;status_exato;sequencias_exato;diferenca_bp_exato;diferenca_bp_exato_percentual;status_geral;erro
petro_campos_C1_nucleo_atual_10ped;Campos;BASE_PACU;10;3;3;15480;3600;12000;30;156190.0;0;72577.0;72577.0;True;0.0;1;12;5;437.4783;convergiu_sem_coluna_negativa;V0:[1, 2, 3, 4, 9, 10, 5, 6, 7, 8] | V1:[] | V2:[];72577.0;136.7228;COM_SOLUCAO;V0:[4, 2, 1, 3, 9, 10, 5, 7, 8, 6] | V1:[] | V2:[];0.0;0.0;OK;
